page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day,target
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,152,6,45,130,-39,65,52,3,0,24,monday,thursday,2
453500,0,103877,24,792,247.983050847458,137,249.539881091378,0,792,137,33,60,60,0,60,60,7,20,22,0,24,saturday,saturday,15
68306,0,3811,2,113,26.4857456140351,19,23.4252219815022,0,89,10.1820175438597,4,50,50,0,50,50,7,13,3,0,24,sunday,monday,19
6887,0,20,19,13,1.28516377649326,0,2.06903762363411,0,13,0.439306358381503,0,0,0,0,0,0,44,619,1,0,24,tuesday,thursday,0
269481,0,4381,38,4,0.533718689788054,0,0.856978519513151,0,3,0.204238921001927,0,0,0,0,0,0,39,0,11,0,24,friday,saturday,0
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,60,17,43,46,-26,38,109,20,0,24,saturday,monday,4
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,28,9,19,26,-10,31,100,157,0,24,sunday,tuesday,2
4233,0,1005,18,45,5.8895486935867,4,6.89975110815726,0,41,2.31947743467933,1,2,2,0,2,2,27,14,3,0,24,thursday,friday,0
138542,0,1687,18,157,18.8957816377171,10,27.3909125694374,0,141,7.10669975186104,2,33,18,15,33,3,25,46,44,0,24,thursday,friday,4
362368,13,50264,24,418,111.451127819549,94,92.9202476510909,0,355,33.5338345864662,12,84,3,15,78,-12,56,117,5,0,24,sunday,wednesday,1
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,93,3,42,87,-39,50,85,14,0,24,thursday,saturday,0
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,31,31,0,31,31,2,147,19,0,24,tuesday,tuesday,10
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,188,188,0,188,188,15,93,15,0,24,monday,tuesday,55
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,10,0,10,10,-10,40,521,4,0,24,sunday,tuesday,0
57411,36082,1485,87,38,3.21518987341772,0,7.76990442910116,0,36,1.17088607594937,0,0,0,0,0,0,60,97,13,0,24,tuesday,thursday,0
891159,0,106158,9,320,37.0116009280742,24,43.1797876900111,0,262,18.8259860788863,7,58,58,0,58,58,21,414,18,0,24,friday,saturday,3
3868,0,8,18,17,1.67289719626168,0,3.58286603007026,0,15,0.775700934579439,0,0,0,0,0,0,47,0,1,0,24,monday,wednesday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,102,0,7,101,-7,66,95,45,0,24,sunday,tuesday,0
6379081,0,54297,24,806,93.1932021466905,34,128.825748921844,0,761,40.8085867620751,9,136,45,91,107,-46,40,101,157,0,24,saturday,monday,5
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,1,1,0,1,1,10,422,20,0,24,tuesday,wednesday,0
683375,21076,16319,31,448,50.9388111888112,25,73.5186201901984,0,351,17.6101398601399,4,3,2,1,2,1,32,0,17,0,24,friday,sunday,0
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,2,1,0,1,1,60,7,29,0,24,monday,wednesday,0
73349,0,1484,18,78,12.4539877300613,9,12.8458068659255,0,53,5.15644171779141,2,5,1,1,4,0,57,0,3,0,24,thursday,sunday,0
52719,19238,715,6,5,0.23469387755102,0,0.878321920530829,0,4,0.091836734693878,0,4,4,0,4,4,22,0,1,0,24,monday,tuesday,1
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,261,0,7,257,-7,65,149,213,0,24,thursday,sunday,0
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,422,2,76,386,-74,64,177,1855,0,24,sunday,tuesday,1
14363,0,675,68,17,1.18257261410788,0,2.13055892865268,0,17,0.49792531120332,0,2,1,1,1,0,40,175,2,0,24,friday,sunday,0
3002207,0,47567,3,794,23.7297650130548,7,63.2031523051065,0,631,10.8629242819843,2,8,1,7,8,-6,34,138,2,0,24,monday,tuesday,0
1169957,0,39275,18,1032,229.183520599251,210,152.812215027997,0,950,79.6142322097378,33,248,5,32,229,-27,67,138,533,0,24,monday,thursday,1
142636,0,19782,9,146,24.4545454545455,17,25.7095795247383,0,132,9.11454545454546,3,11,0,3,8,-3,70,0,11,0,24,saturday,tuesday,1
1009493,175714,47503,9,380,52.5079787234043,25,70.9708880993931,0,371,22.7659574468085,4,33,0,0,33,0,67,33,57,0,24,friday,sunday,0
2239009,51619,87722,9,857,96.7084432717678,47,139.638491822163,0,793,34.5738786279683,5,133,2,34,127,-32,54,157,679,0,24,thursday,saturday,0
1616,0,18,24,5,1.22857142857143,1,1.53223859174765,0,5,0.428571428571429,0,2,0,0,2,0,68,251,4,0,24,saturday,tuesday,0
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,14,14,0,14,14,7,408,5,0,24,monday,monday,9
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,13,1,3,11,-2,64,99,23,0,24,wednesday,saturday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,81,81,0,81,81,22,71,48,0,24,thursday,friday,1
20131,13,27,24,47,2.30563002680965,1,6.585620491436,0,35,0.96514745308311,0,1,1,0,1,1,16,87,1,0,24,friday,saturday,0
58626,226,674,35,19,4.31147540983607,3,4.70626016157328,0,12,1.59836065573771,1,1,0,1,1,-1,35,0,15,0,24,wednesday,thursday,0
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,6,6,0,6,6,17,21,144,0,17,wednesday,thursday,3
1433518,25951,101466,9,984,147.768224299065,101,162.955835194539,0,693,46.8355140186916,19,112,4,10,103,-6,58,107,173,0,24,monday,thursday,0
4975857,159,87422,9,2360,203.315384615385,101,377.79178299928,0,2040,76.5076923076923,18.5,127,127,0,127,127,21,193,418,0,24,friday,saturday,12
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,5,0,0,5,0,66,190,2,0,24,tuesday,friday,0
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,36,0,36,36,-36,47,63,55,0,24,wednesday,friday,2
47872,72574,3957,45,15,2.13223140495868,1,2.88610850342796,0,13,0.925619834710744,0,1,0,1,1,-1,34,186,1,0,24,tuesday,wednesday,2
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,83,2,20,70,-18,60,128,132,0,24,tuesday,friday,0
895296,209,35681,16,283,119.211009174312,117,59.9600131883773,0,184,42.2339449541284,26,117,3,30,99,-27,63,0,232,0,24,wednesday,saturday,1
472162,0,29283,24,517,64.3383838383838,25,98.0288642372778,0,433,30.0151515151515,7,20,20,0,20,20,1,117,24,0,24,thursday,thursday,51
133574,0,22660,38,399,30.2977346278317,17,46.8479813926265,0,159,11.6666666666667,4,6,1,5,5,-4,37,148,4,0,24,thursday,saturday,1
14032442,6,35154,20,783,73.5409482758621,47,108.385519037516,0,756,27.6443965517241,15.5,9,9,0,9,9,4,192,88,0,24,monday,tuesday,25
684014,0,72208,9,965,61.6561314791403,30,105.365779520727,0,860,23.0290771175727,4,55,55,0,55,55,20,2560,42,0,24,tuesday,tuesday,3
1701,2001,87,30,1,0.153846153846154,0,0.36080121229411,0,1,0.038461538461539,0,0,0,0,0,0,35,0,1,0,24,friday,sunday,0
867486,0,21963,4,526,31.2405594405594,15,50.9961005471565,0,417,12.4643356643357,2,27,27,0,27,27,12,29,175,0,24,saturday,sunday,19
236881,1172,36034,40,462,26.1860730593607,9,38.4770089403949,0,278,10.3926940639269,2,21,0,0,21,0,72,43,89,0,24,friday,monday,0
157959,0,175,18,66,13.5441860465116,9,13.5360552517837,0,53,4.92093023255814,1,53,53,0,53,53,12,286,269,0,24,monday,tuesday,11
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,24,24,0,24,24,12,151,23,0,24,saturday,saturday,3
9102550,35,194202,9,1850,443.369426751592,373,380.521052199727,0,1459,174.554140127389,66,361,12,68,310,-56,60,77,729,0,24,friday,sunday,5
232059,0,4993,24,89,12.2441860465116,10,12.0695041867603,0,73,3.98062015503876,2,5,0,5,5,-5,34,194,1,0,24,tuesday,thursday,0
1847,0,65,17,35,6.85714285714286,5,7.07605122421,0,20,1.98051948051948,0,4,0,4,4,-4,31,384,2,0,24,friday,sunday,0
1408791,158,172,23,64,7.96498054474708,4,11.0560448499161,0,55,3.21011673151751,0,6,0,0,6,0,66,21,1,0,24,sunday,wednesday,0
274207,0,100435,18,664,130.589330024814,79,131.07955584527,0,503,43.6526054590571,12,44,1,43,44,-42,44,75,18,0,24,saturday,monday,1
684014,0,72208,9,965,61.6561314791403,30,105.365779520727,0,860,23.0290771175727,4,125,3,9,114,-6,71,209,73,0,24,friday,sunday,0
23253,0,4595,8,131,10.568093385214,6,16.5003311328356,0,32,3.59143968871595,2,11,2,9,9,-7,40,0,1,0,24,friday,sunday,0
316982,0,61205,42,190,17.1809369951535,7,28.5742446210718,0,159,7.05169628432956,2,2,0,2,2,-2,26,120,1,0,24,saturday,sunday,2
1777,557,19,27,18,3.61538461538462,2,5.25071611533759,0,7,1.25641025641026,0,0,0,0,0,0,69,101,1,0,24,thursday,saturday,0
1408791,158,172,23,64,7.96498054474708,4,11.0560448499161,0,55,3.21011673151751,0,4,1,0,3,1,51,31,39,0,24,monday,wednesday,0
700738,0,1600,34,64,5.67064439140811,2,10.5251771028036,0,55,2.10501193317422,0,5,0,0,5,0,52,148,1,0,24,saturday,monday,0
4716837,0,490422,5,1949,138.26393442623,43,260.282628563762,0,1455,58.9786885245902,13,14,0,3,12,-3,69,0,197,0,24,sunday,wednesday,1
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,2,2,0,2,2,9,38,15,0,24,saturday,saturday,0
552132,0,27696,24,516,115.840579710145,94.5,105.316585972122,0,337,35.6376811594203,9.5,156,26,130,150,-104,39,104,12,0,24,wednesday,friday,2
640987,0,84288,1,91,11.5530085959885,8,12.5043567583364,0,78,4.62607449856734,2,4,4,0,4,4,7,78,19,0,24,monday,monday,1
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,16,16,0,16,16,6,159,16,0,24,wednesday,wednesday,3
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,10,1,5,9,-4,49,56,23,0,24,sunday,tuesday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,72,72,0,72,72,9,149,141,0,24,monday,tuesday,14
51890,0,4376,66,166,28.168458781362,24,27.2886523370093,0,157,10.6451612903226,2,15,15,0,15,15,10,115,1,0,24,thursday,friday,2
184,0,1,27,7,0.162921348314607,0,0.942967110424326,0,7,0.056179775280899,0,0,0,0,0,0,70,0,2,0,24,sunday,wednesday,0
201,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,72,158,1,0,24,saturday,tuesday,0
1209904,62,106641,24,1178,297.774509803922,248,229.41881629853,0,676,102.823529411765,38.5,116,116,0,116,116,20,76,28,0,24,monday,tuesday,9
2187508,0,95754,36,252,151.75,163.5,74.8019408648122,0,223,95.4285714285714,92,73,73,0,73,73,1,710,252,0,24,wednesday,wednesday,142
105937,0,835,8,36,6.15819209039548,5,5.85202201834667,0,15,1.94915254237288,1,13,2,11,12,-9,45,46,1,0,24,tuesday,thursday,1
20131,13,27,24,47,2.30563002680965,1,6.585620491436,0,35,0.96514745308311,0,0,0,0,0,0,5,153,1,0,24,wednesday,thursday,0
15064,0,0,5,8,0.935483870967742,0,1.54784936899386,0,6,0.393548387096774,0,7,0,1,6,-1,61,0,13,0,24,friday,monday,0
10039,4,1151,56,70,3.58771929824561,2,6.92163073208778,0,70,2.00877192982456,0,0,0,0,0,0,24,112,1,0,24,saturday,sunday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,120,5,115,115,-110,43,146,325,0,24,saturday,monday,2
6040,0,59,24,18,2.2073732718894,1,3.22552335821659,0,11,0.824884792626728,0,0,0,0,0,0,20,260,1,0,24,sunday,monday,0
57916,0,4150,80,66,16.1010101010101,14,13.0170788740808,0,60,6.51515151515152,2.5,2,2,0,2,2,3,187,27,0,24,wednesday,wednesday,8
160261,0,4347,28,96,21.6206896551724,17,21.486184483577,0,79,8.96551724137931,3,11,2,9,9,-7,46,1663,27,0,3,wednesday,friday,0
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,154,154,0,154,154,23,53,317,0,24,friday,saturday,13
5861927,0,29355,22,819,33.5317725752508,2,129.23953607993,0,723,18.5852842809365,0,0,0,0,0,0,63,69,13,0,24,friday,monday,1
88359,3,42,17,4,0.705627705627706,0,1.0402769444418,0,4,0.277056277056277,0,0,0,0,0,0,3,91,2,0,24,wednesday,thursday,0
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,123,18,105,109,-87,42,65,139,0,24,monday,wednesday,5
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,88,1,57,86,-56,49,912,167,0,24,wednesday,friday,1
8580,0,589,44,5,0.46271186440678,0,0.848407941748513,0,4,0.216949152542373,0,0,0,0,0,0,36,179,1,0,24,tuesday,thursday,0
1169957,0,39275,18,1032,229.183520599251,210,152.812215027997,0,950,79.6142322097378,33,134,134,0,134,134,17,0,87,0,24,monday,tuesday,21
3319,10,1,17,31,3.52332657200811,2,4.69624634199589,0,18,1.4604462474645,0,0,0,0,0,0,31,109,1,0,24,sunday,tuesday,1
2239009,51619,87722,9,857,96.7084432717678,47,139.638491822163,0,793,34.5738786279683,5,17,17,0,17,17,9,262,44,0,24,wednesday,thursday,0
4488,0,124,40,29,3.3671875,2,4.54434933074513,0,21,1.3984375,0,2,1,1,2,0,25,93,1,0,24,monday,tuesday,0
82197,0,3788,14,42,7.92505854800937,6,7.16346472526447,0,34,3.04918032786885,1,15,1,14,14,-13,45,114,1,0,24,tuesday,thursday,0
1408791,158,172,23,64,7.96498054474708,4,11.0560448499161,0,55,3.21011673151751,0,11,0,9,10,-9,52,22,31,0,24,tuesday,friday,0
269481,0,4381,38,4,0.533718689788054,0,0.856978519513151,0,3,0.204238921001927,0,1,0,0,1,0,70,0,36,0,24,sunday,wednesday,0
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,17,17,0,17,17,11,0,89,0,24,monday,tuesday,1
6040,0,59,24,18,2.2073732718894,1,3.22552335821659,0,11,0.824884792626728,0,0,0,0,0,0,2,77,3,0,24,friday,friday,0
891159,0,106158,9,320,37.0116009280742,24,43.1797876900111,0,262,18.8259860788863,7,17,4,13,17,-9,26,184,7,0,24,friday,saturday,0
2355,0,0,16,53,10.4871794871795,6,11.6234477023451,0,39,4.47008547008547,1,3,0,0,3,0,67,79,24,0,24,sunday,wednesday,0
1797,959,17,59,44,6.89705882352941,4,8.89999951401577,0,32,2.48529411764706,1,4,1,3,3,-2,49,91,3,0,24,monday,wednesday,0
1181430,0,2307,17,41,4.13013698630137,3,4.61944030682918,0,35,1.70205479452055,1,0,0,0,0,0,4,117,4,0,24,tuesday,wednesday,0
50563,10358,2348,32,112,9.32347504621072,3,17.314765202678,0,100,3.07578558225508,1,17,1,16,16,-15,46,298,42,0,24,monday,wednesday,0
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,44,0,2,43,-2,64,59,157,0,24,monday,thursday,1
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,0,0,0,0,0,43,434,3,0,24,saturday,monday,0
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,1,0,0,1,0,63,191,25,0,24,tuesday,friday,0
1596968,0,127465,18,1372,322.117647058824,236.5,309.900151349154,0,1096,92.8529411764706,29,757,132,625,687,-493,42,69,214,0,24,tuesday,thursday,43
192885,1,2647,24,87,16.4342857142857,14,12.868047016296,0,70,6.35047619047619,2,31,31,0,31,31,14,557,49,0,24,monday,tuesday,4
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,19,0,3,17,-3,65,42,108,0,24,thursday,sunday,0
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,0,0,0,0,0,0,108,15,0,24,thursday,thursday,4
25599,2023,1835,32,183,11.608378870674,0,33.1250542552312,0,164,5.39344262295082,0,0,0,0,0,0,30,0,1,0,24,tuesday,wednesday,0
236881,1172,36034,40,462,26.1860730593607,9,38.4770089403949,0,278,10.3926940639269,2,2,0,2,1,-2,62,162,11,0,24,friday,sunday,0
297702,148,488,55,164,5.79537366548043,3,12.2442133889923,0,135,2.2135231316726,0,9,1,5,8,-4,49,7,2,0,24,saturday,monday,0
329587,0,11271,4,124,11.6048632218845,7,15.9925545194406,0,71,4.25379939209727,1,0,0,0,0,0,9,0,1,0,24,monday,tuesday,0
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,141,141,0,141,141,2,79,2170,0,24,tuesday,tuesday,129
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,11,11,0,11,11,16,201,34,0,24,friday,saturday,4
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,4,0,4,4,-4,41,155,1,0,24,friday,sunday,0
5590869,0,1298007,4,2289,837.25,830.5,546.443672760514,0,949,485.5625,507.5,500,500,0,500,500,2,179,1136,0,24,wednesday,wednesday,574
2001197,0,1053,2,194,24.8542857142857,15,32.5451584536857,0,152,9.70571428571429,1,2,2,0,2,2,1,448,52,0,24,friday,friday,56
4233,0,1005,18,45,5.8895486935867,4,6.89975110815726,0,41,2.31947743467933,1,4,1,0,3,1,54,14,2,0,24,sunday,wednesday,0
29392,0,597,91,23,1.92665474060823,1,2.8542385531005,0,19,0.749552772808587,0,2,0,1,2,-1,69,149,3,0,24,thursday,sunday,0
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,0,0,0,0,0,14,214,2,0,24,sunday,sunday,0
2674657,0,196973,8,931,406.213333333333,405,181.246005442572,0,718,143.8,56,456,48,240,402,-192,50,0,587,0,24,monday,wednesday,12
115804,0,22,46,45,8.76026490066225,7,7.2400292658861,0,40,3.25033112582781,1,9,9,0,9,9,19,0,89,0,24,friday,saturday,0
28379,9681,1283,32,28,7.27083333333333,2.5,8.10925290263467,0,27,2.88541666666667,1,1,0,0,1,0,66,125,1,0,24,sunday,wednesday,0
41813,0,10840,2,258,43.3766233766234,22,52.9132359224473,0,222,17.4329004329004,6,57,57,0,57,57,8,0,1,0,24,saturday,sunday,37
36734,0,4,14,16,1.80603448275862,1,3.30116982382117,0,9,0.469827586206897,0,0,0,0,0,0,41,264,1,0,24,thursday,saturday,0
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,7,7,0,7,7,15,176,70,0,24,monday,monday,5
1341299,0,64467,8,1368,136.826086956522,70,216.454966131408,0,1086,48.6521739130435,14,1086,1086,0,1086,1086,13,35,410,0,24,monday,tuesday,226
5365996,40729,102442,9,742,65.3755980861244,35,94.878517530351,0,719,24.0717703349282,5,63,5,58,63,-53,27,74,33,0,24,saturday,sunday,0
4662,10,12,49,17,2.12582781456954,1,3.18898068740731,0,10,0.728476821192053,0,7,2,5,5,-3,48,0,1,0,24,friday,sunday,0
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,1,0,0,1,0,62,131,1,0,24,friday,sunday,0
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,0,0,0,0,0,33,197,3,0,24,wednesday,thursday,0
228007,0,24,16,304,12.9305816135084,2,38.3970183215367,0,296,4.25328330206379,0,38,0,2,36,-2,71,23,1,0,24,tuesday,friday,0
1613,0,8,23,3,0.465116279069767,0,0.996478385378072,0,3,0.348837209302326,0,0,0,0,0,0,30,137,46,0,24,saturday,monday,0
5067369,0,35502,8,625,460.875,482,163.776095248971,7,281,84.75,29.5,625,14,84,564,-70,64,47,463,0,24,friday,monday,5
3150,0,5,80,88,3.13991769547325,0,9.23788112771817,0,88,1.24279835390947,0,2,0,0,2,0,69,12,3,0,24,wednesday,saturday,0
274207,0,100435,18,664,130.589330024814,79,131.07955584527,0,503,43.6526054590571,12,41,0,4,38,-4,68,31,2,0,24,friday,sunday,0
273093,0,17964,38,579,60.7025089605735,28,93.2192910843257,0,234,18.7956989247312,5,103,17,86,86,-69,48,51,1,0,24,friday,sunday,0
2961175,0,39257,9,289,47,27,64.9506379172188,0,272,23.7073170731707,6,2,2,0,2,2,3,27,29,0,24,wednesday,wednesday,2
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,11,5,6,11,-1,31,98,129,0,24,tuesday,wednesday,0
19778,0,159,20,70,6.71794871794872,0,18.3986464356495,0,9,0.666666666666667,0,0,0,0,0,0,67,25,1,0,24,sunday,wednesday,0
101246,0,4086,24,152,13.3144876325088,9,18.3203733548515,0,120,5.64664310954064,2,11,2,5,9,-3,51,26,12,0,24,saturday,monday,0
43331,1536,187,27,12,1.25382262996942,0,2.40789522064734,0,10,0.418960244648318,0,0,0,0,0,0,3,224,1,0,24,thursday,thursday,0
4488,0,124,40,29,3.3671875,2,4.54434933074513,0,21,1.3984375,0,1,1,0,1,1,5,1629,5,0,24,monday,tuesday,4
3995273,0,297147,4,2004,632.820846905537,500,437.277888324488,0,1592,239.501628664495,107,686,80,606,641,-526,41,56,383,0,24,monday,wednesday,6
1425417,185,84153,18,770,99.9076923076923,74.5,109.221260691233,0,610,36.4192307692308,12.5,208,208,0,208,208,16,24,20,0,24,tuesday,wednesday,21
165002,0,25302,36,638,64.7284234752589,32,86.1601254224918,0,507,27.6559263521289,7,27,1,16,26,-15,54,554,66,0,24,sunday,wednesday,0
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,6,1,2,5,-1,62,62,23,0,24,thursday,saturday,0
25723,0,3586,2,60,22.4539385847797,22,11.9806063179301,0,53,8.64485981308411,4,24,24,0,24,24,24,46,12,0,24,tuesday,wednesday,0
16192,2911,210,27,8,1.46153846153846,0,2.53636276874475,0,7,0.569230769230769,0,0,0,0,0,0,6,0,1,0,24,saturday,saturday,0
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,1,1,0,1,1,15,219,1,0,24,tuesday,wednesday,0
2549867,186370,177095,9,1041,227.413194444444,175,197.213274903412,0,942,79.1736111111111,18,149,8,68,137,-60,51,120,451,0,24,thursday,saturday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,42,42,0,42,42,17,49,156,0,24,wednesday,thursday,3
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,76,1,8,67,-7,72,263,247,0,24,saturday,tuesday,0
101655,0,33,8,8,0.74798927613941,0,1.53800033116113,0,7,0.28686327077748,0,0,0,0,0,0,24,30,1,0,24,monday,tuesday,0
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,69,0,2,69,-2,63,72,270,0,24,wednesday,saturday,0
55520,0,13,26,226,5.61020408163265,1,19.3327758588189,0,205,2.41020408163265,0,0,0,0,0,0,0,23,3,0,24,monday,monday,1
242526,323,701,4,122,4.33070866141732,2,8.98209515403097,0,102,1.64409448818898,0,2,0,0,2,0,61,99,20,0,24,thursday,saturday,0
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,3,0,0,3,0,69,53,3,0,24,tuesday,friday,0
6379081,0,54297,24,806,93.1932021466905,34,128.825748921844,0,761,40.8085867620751,9,14,14,0,14,14,11,105,71,0,24,thursday,friday,3
6887,0,20,19,13,1.28516377649326,0,2.06903762363411,0,13,0.439306358381503,0,6,0,1,6,-1,56,332,1,0,24,tuesday,friday,0
2040604,0,58069,40,317,144,99,127.669317165302,0,125,49.8181818181818,56,64,64,0,64,64,3,0,1112,0,24,tuesday,tuesday,56
513160,0,73487,42,1448,123.635738831615,30.5,226.665916627394,0,1140,50.4965635738832,9,5,3,2,5,1,25,306,67,0,24,tuesday,wednesday,2
454393,0,66403,96,175,12.6560693641619,3,24.3442360185048,0,175,6.50578034682081,1,37,11,26,36,-15,29,53,59,0,24,wednesday,thursday,5
365591,2096,6531,9,228,30.8823529411765,15,36.3718192573952,0,186,13.0995475113122,3,9,9,0,9,9,12,116,32,0,24,thursday,thursday,2
1720897,1152,10096,46,248,16.0714285714286,7,30.462887400846,0,231,5.77339901477833,1,6,6,0,6,6,9,118,3,0,18,wednesday,thursday,1
14032442,6,35154,20,783,73.5409482758621,47,108.385519037516,0,756,27.6443965517241,15.5,142,3,12,138,-9,59,120,39,0,24,saturday,tuesday,0
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,22,1,21,21,-20,46,209,12,0,24,friday,sunday,0
365591,2096,6531,9,228,30.8823529411765,15,36.3718192573952,0,186,13.0995475113122,3,41,3,38,40,-35,35,331,21,0,24,thursday,friday,2
13742,0,66,17,17,1.10630630630631,0,2.09190973912043,0,7,0.376576576576577,0,0,0,0,0,0,5,50,1,0,24,thursday,thursday,0
684014,0,72208,9,965,61.6561314791403,30,105.365779520727,0,860,23.0290771175727,4,113,113,0,113,113,16,138,122,0,24,saturday,saturday,14
3995273,0,297147,4,2004,632.820846905537,500,437.277888324488,0,1592,239.501628664495,107,1342,336,1006,1136,-670,37,48,4340,0,24,sunday,tuesday,86
565299,0,53207,18,624,154.575835475578,129,121.403139984437,0,400,64.2724935732648,28,74,1,7,66,-6,71,93,35,0,24,sunday,wednesday,1
4526533,0,111134,9,847,63.632582322357,29,103.316009213881,0,439,26.9826689774697,9,22,0,2,22,-2,59,80,22,0,24,wednesday,saturday,0
8189,523,33,23,1,0.090909090909091,0,0.287479787288034,0,1,0.034965034965035,0,0,0,0,0,0,5,0,1,0,24,thursday,thursday,0
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,43,43,0,43,43,17,154,65,0,24,monday,tuesday,0
5503253,0,22681,14,1154,133.644970414201,70,180.374047553733,0,919,52.7573964497041,12,148,148,0,148,148,10,129,26,0,24,wednesday,thursday,28
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,3,0,2,3,-2,65,123,16,0,24,saturday,tuesday,0
3440,0,164,28,34,5.02941176470588,4,5.00285385683039,0,28,1.83823529411765,0,1,0,0,1,0,60,102,1,0,24,wednesday,friday,0
4609,0,3,14,30,3.69886363636364,2,5.17370963970248,0,22,1.28409090909091,0,0,0,0,0,0,26,110,3,0,24,friday,saturday,0
5780,0,1387,15,12,2.70121951219512,1,3.31879326814619,0,9,0.963414634146341,0,4,0,0,4,0,61,8,1,0,24,tuesday,friday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,23,23,0,23,23,11,48,18,0,24,tuesday,wednesday,8
867486,0,21963,4,526,31.2405594405594,15,50.9961005471565,0,417,12.4643356643357,2,33,6,27,31,-21,42,114,60,0,24,monday,wednesday,1
